gold_canonical_key,domain_gold_df_fit,max_domain_gold_df_fit,fit_record_count
필수경우분석,1,18,748
필자,1,18,748
필체,1,18,748
필터-스크린,1,18,748
하강 도식,1,18,748
하강도식,2,18,748
하늘,1,18,748
하위 텍스트,1,18,748
하위도상,1,18,748
하위범주화,1,18,748
하이브리드 러닝,1,18,748
하이퍼리얼리티,1,18,748
학 글쓰기,1,18,748
학교 문법 용어,1,18,748
학교생활적응,1,18,748
학문 목적 쓰기,1,18,748
학문 목적 학습자,1,18,748
학문 목적 한국어,5,18,748
학문 목적 한국어 학습자,2,18,748
학문 목적 한국어교육,1,18,748
학문목적 학습자,2,18,748
학문목적 한국어,1,18,748
학문적 쓰기,1,18,748
학문적 참여,1,18,748
학술 말뭉치,1,18,748
학술 텍스트,1,18,748
학술 한국어,1,18,748
학술용어,2,18,748
학술용어 정비,2,18,748
학술적 글쓰기,3,18,748
학술적 글쓰기 코칭,1,18,748
학습 동기,4,18,748
학습 만족도,1,18,748
학습 목적,1,18,748
학습 의미,1,18,748
학습 한국어,3,18,748
학습 효과,1,18,748
학습 흥미도,1,18,748
학습과학,1,18,748
학습관리시스템,1,18,748
학습내용-학습자-교수자 상호작용,1,18,748
학습목적,1,18,748
학습자 말뭉치,2,18,748
학습자 말뭉치 연구,1,18,748
학습자 모어,2,18,748
학습자 변인,1,18,748
학습자 언어,1,18,748
학습자 요구,1,18,748
학습자 유형화,1,18,748
학습자 인식,3,18,748
학습자 중심 교육,1,18,748
학습자 중심의 문화 교육,1,18,748
학습자 텍스트,1,18,748
학습자-교수자 상호작용,1,18,748
학습자-학습자-교수자 상호작용,1,18,748
학습자의 체험,1,18,748
학습전략,1,18,748
학제적 교육과정,1,18,748
학체,1,18,748
한·중 대조,1,18,748
한·중·일,1,18,748
한·중대응 양상,1,18,748
한계성,1,18,748
한계의 과학,1,18,748
한국 영상 매체,1,18,748
한국 코미디 쇼,1,18,748
한국 홍보영상,1,18,748
한국고전시가,1,18,748
한국기술표준,1,18,748
한국기호학회,1,18,748
한국기호학회 30주년,1,18,748
한국문학교육,1,18,748
한국문화 교육,1,18,748
한국문화교육,2,18,748
한국방송통신표준,1,18,748
한국어,9,18,748
한국어 교사,5,18,748
한국어 교사의 불안 척도,1,18,748
한국어 교사의 즐거움 척도,1,18,748
한국어 교수요목,1,18,748
한국어 교실,1,18,748
한국어 교원의 인식,1,18,748
한국어 교육,15,18,748
한국어 교육 정책,1,18,748
한국어 교육과정,4,18,748
한국어 교육과정 설계,2,18,748
한국어 교육사,1,18,748
한국어 교육의 실행 요소,1,18,748
한국어 교재,4,18,748
한국어 교재 개발,1,18,748
한국어 기초문해 능력,1,18,748
한국어 능력 성취,1,18,748
한국어 능숙도,1,18,748
한국어 단모음,1,18,748
한국어 듣기 평가,1,18,748
한국어 말하기,1,18,748
한국어 말하기 평가,2,18,748
한국어 모어,1,18,748
한국어 모어 화자,3,18,748
한국어 문법 교육,2,18,748
한국어 문화 교육,1,18,748
한국어 발음,1,18,748
한국어 발음 교육,3,18,748
한국어 발음 평가,1,18,748
한국어 발음교육,1,18,748
한국어 사설,1,18,748
한국어 성취도 평가,1,18,748
한국어 수업 양상,1,18,748
한국어 숙달도,1,18,748
한국어 쓰기 과제,1,18,748
한국어 쓰기 교육,2,18,748
한국어 쓰기 평가,1,18,748
한국어 어두비음,1,18,748
한국어 어두파열음,1,18,748
한국어 어휘 교육,1,18,748
한국어 어휘 학습,1,18,748
한국어 언어경관,1,18,748
한국어 원어민,1,18,748
한국어 음성상징어,1,18,748
한국어 이중모음,1,18,748
한국어 이중언어 몰입,1,18,748
한국어 인칭,1,18,748
한국어 읽기 교재,1,18,748
한국어 전공,1,18,748
한국어 정보 처리,1,18,748
한국어 주격조사,1,18,748
한국어 초급 교재,1,18,748
한국어 초급 콘텐츠,1,18,748
한국어 토론,1,18,748
한국어 폐쇄음,1,18,748
한국어 학습,1,18,748
한국어 학습자,6,18,748
한국어 학습자 말뭉치,4,18,748
한국어-러시아어 이중언어,1,18,748
한국어교사,1,18,748
한국어교사의 인식,1,18,748
한국어교육,15,18,748
한국어교육과정,1,18,748
한국어교육실습,1,18,748
한국어교재,1,18,748
한국어능력시험,4,18,748
한국어학습자말뭉치,1,18,748
한국연구재단,1,18,748
한국인 대학생,1,18,748
한국인 표준 음성db,1,18,748
한국적인 것,1,18,748
한국전쟁,1,18,748
한국춤,3,18,748
한국형 온라인 공개강좌,1,18,748
한글,4,18,748
한글 맞춤법,1,18,748
한글 세계화,1,18,748
한글 자역,1,18,748
한글 콘텐츠,1,18,748
한글라이제이션,1,18,748
한글문화 독립투쟁,1,18,748
한글문화 자강운동,1,18,748
한글서예,1,18,748
한글이름,1,18,748
한글학교,1,18,748
한글학교 교사,1,18,748
한류 콘텐츠,1,18,748
한자,1,18,748
한자 형태소,1,18,748
한자어,7,18,748
한자어 음운론,1,18,748
한자어 조어법,1,18,748
한자이름,1,18,748
한정,1,18,748
한정조사,1,18,748
한･중 대조 언어,1,18,748
함축의미,1,18,748
합리적 의사소통,1,18,748
합산 점수,1,18,748
합성,1,18,748
합성 명사,1,18,748
합성 지수,1,18,748
합성어,1,18,748
합의적 질적 연구,1,18,748
해리적 자아,1,18,748
해리적 정체성,1,18,748
해방 직후,1,18,748
해석,1,18,748
해석소,1,18,748
해석의미론,2,18,748
해석자,1,18,748
해석적 코드,1,18,748
해석적 틀,1,18,748
해석적 환언,1,18,748
해석체,1,18,748
해석학적 협상,1,18,748
해외 고등교육,1,18,748
해외 한국어 교육,1,18,748
해외 한국어 교육실습,1,18,748
해외 한국어 동료 튜터링,1,18,748
해외 한국어 보급 정책,1,18,748
해외 한국어 학습자,1,18,748
해이,1,18,748
해체,1,18,748
핵,2,18,748
핵심 기능,1,18,748
핵심 클러스터 분석,1,18,748
핵심도,1,18,748
핵심어,1,18,748
핵심어 분석,1,18,748
핵어표지,1,18,748
행위,2,18,748
행위 기반 범주론,1,18,748
행위 양태,1,18,748
행위능력,1,18,748
행위소,1,18,748
행위소 모형,1,18,748
행위의 조직,1,18,748
행위자,1,18,748
행위자 연결망,1,18,748
행위자-네트워크,1,18,748
행위자-연결망 이론,1,18,748
행위주체적 자아,1,18,748
행정 기관,1,18,748
행정실,1,18,748
행정용어,1,18,748
향미,1,18,748
헐,1,18,748
헤어질 결심,1,18,748
헤일로,1,18,748
헤지,1,18,748
헤지 표현,1,18,748
헤테로글로 시아,1,18,748
헤테로크로닉,1,18,748
헤테로토피아,1,18,748
헬스 리터러시,1,18,748
혀의 고저,1,18,748
혀의 전후,1,18,748
현대 미국정치,1,18,748
현대 민족어,1,18,748
현대몽골어,1,18,748
현동태,1,18,748
현상학,2,18,748
현상학적 연구,1,18,748
현상학적 탐구,1,18,748
현실,1,18,748
현실 발음 교육,1,18,748
현장 연구,1,18,748
현재 시제,1,18,748
현재시제,1,18,748
현저성,1,18,748
현존,1,18,748
현존화,1,18,748
현지 교원,1,18,748
현황 및 과제,1,18,748
혐오 표현,1,18,748
협동학습,1,18,748
협력,1,18,748
협력성,1,18,748
협력의 원리,1,18,748
협력적 완결,1,18,748
협력학습,1,18,748
협업성,1,18,748
협업형 이클래스,1,18,748
형법,1,18,748
형상,1,18,748
형성,2,18,748
형식,1,18,748
형식 구조,1,18,748
형식적 기제,1,18,748
형용사,2,18,748
형용사 파생 접미사,1,18,748
형용사의 논항 구조,1,18,748
형용사의 동사적 용법,1,18,748
형태론,3,18,748
형태론적 분석,1,18,748
형태론적 재분석,1,18,748
형태론적 틀,1,18,748
형태론적 현저성,2,18,748
형태부,1,18,748
형태부 결과물,1,18,748
형태소,2,18,748
형태소 분석,1,18,748
형태소구조조건,1,18,748
형태소분석 말뭉치,1,18,748
형태소의 분석,1,18,748
형태의미론,1,18,748
형태적 복합어,1,18,748
호명,1,18,748
호소 기능,1,18,748
호환,1,18,748
혼성,3,18,748
혼성어,7,18,748
화맥,1,18,748
화석형,1,18,748
화용론,1,18,748
화용적 강화,1,18,748
화용적 실패,4,18,748
화용적 용인 가능성,1,18,748
화용적 의미,1,18,748
화자,1,18,748
화자 신정보,1,18,748
화제,1,18,748
화제 전환,1,18,748
화제중심교수,1,18,748
화행,3,18,748
화행 교육,1,18,748
화행 구조,1,18,748
화행 분류,1,18,748
화행 요소,1,18,748
화행 전략,3,18,748
화행론,1,18,748
확산,1,18,748
확신,1,18,748
환상적 사실성,1,18,748
환언,1,18,748
환유,6,18,748
활성지역,1,18,748
활성화,1,18,748
활용,2,18,748
활용형,4,18,748
활용형의 변화,1,18,748
회귀물. 예지몽,1,18,748
회복적 글쓰기,1,18,748
회복탄력성,1,18,748
회피,1,18,748
효행전설,1,18,748
후각,1,18,748
후기 위클리프성서,1,18,748
후기구조주의,1,18,748
후두 자질 사실성 이론,1,18,748
후접성,1,18,748
후접어,1,18,748
후치사,4,18,748
후치사 유형론,1,18,748
후회,1,18,748
훈민정음,2,18,748
휴먼 커뮤니케이션,1,18,748
휴지,1,18,748
휴타고지,1,18,748
흥선대원군,1,18,748
희생,1,18,748
